City,County,State
Maumee,Lucas,OH
Mequon,Ozaukee,WI
Shreveport,Bossier,LA
Port Jefferson,Suffolk,NY
Mt Dora,Lake,FL
Lakewood,Jefferson,CO
Tannersville,Monroe,PA
Erlanger,Boone,KY
Dora,Jefferson,AL
Ivor,Southampton,VA
Birchwood,Hamilton,TN
Wakefield,Sussex,VA
Rockwell,Rowan,NC
Wickliffe,Lake,OH
Guyton,Effingham,GA
South Saint Paul,Dakota,MN
Darien,Western Connecticut,CT
Walton,Boone,KY
Cusseta,Chambers,AL
Hopkins,Hennepin,MN
Williams,Coconino,AZ
Long Barn,Tuolumne,CA
Indian River,Cheboygan,MI
Afton,Nelson,VA
Laceys Spring,Morgan,AL
Richfield,Washington,WI
Covington,St Tammany,LA
Platteville,Weld,CO
Linden,Lycoming,PA
Beachwood,Ocean,NJ
Hopewell,Bedford,PA
Woodville,St. Croix,WI
Newport,Cocke,TN
Lucinda,Clarion,PA
Jim Thorpe,Carbon,PA
Ringgold,Pittsylvania,VA
Milton,Northumberland,PA
Millville,Columbia,PA
Leesburg,Cherokee,AL
Milton,Santa Rosa,FL
Red Level,Covington,AL
New Castle,Garfield,CO
Sanger,Fresno,CA
Indianapolis,Hamilton,IN
Danville,Morgan,AL
Johnstown,Larimer,CO
Saint Pauls,Robeson,NC
New Kent,New Kent,VA
Tonopah,Maricopa,AZ
Ballston Spa,Saratoga,NY
Petersburg,Dinwiddie,VA
Roy,Weber,UT
Gypsum,Eagle,CO
Oxford,Granville,NC
East Haven,South Central Connecticut,CT
Abbeville,Henry,AL
Gaston,Calhoun,SC
Morganville,Monmouth,NJ
Myrtle Creek,Douglas,OR
Piedmont,Calhoun,AL
Vinton,Calcasieu,LA
Holt,Okaloosa,FL
Madison,South Central Connecticut,CT
Matamoras,Pike,PA
Glenwood Springs,Garfield,CO
Saratoga Springs,Saratoga,NY
Middletown,Lower Connecticut River Valley,CT
Muscle Shoals,Colbert,AL
Knoxville,Tioga,PA
Westfield,Chautauqua,NY
McAlisterville,Juniata,PA
McMinnville,Yamhill,OR
Richview,Washington,IL
Earth City,St Louis,MO
Port Allen,West Baton Rouge,LA
Providence Forge,New Kent,VA
New Bloomfield,Perry,PA
Burlington,Skagit,WA
Bellingham,Whatcom,WA
Willamina,Polk,OR
Somers Point,Atlantic,NJ
Randlett,Uintah,UT
Downs,McLean,IL
Dushore,Sullivan,PA
Delta,Fulton,OH
Kersey,Elk,PA
Beech Creek,Clinton,PA
Weslaco,Hidalgo,TX
Sweetwater,Nolan,TX
Orono,Penobscot,ME
Laporte,Hubbard,MN
Godwin,Cumberland,NC
Killen,Lauderdale,AL
Walnut Cove,Stokes,NC
Coalinga,Fresno,CA
Hastings,Dakota,MN
Pell City,St. Clair,AL
Farmington,Davis,UT
Picacho,Pinal,AZ
Boones Mill,Franklin,VA
La Grange,Lenoir,NC
Jenks,Tulsa,OK
Sauk Rapids,Benton,MN
Fort Collins,Larimer,CO
Columbia,Houston,AL
Fairdale,Jefferson,KY
Gulf Breeze,Escambia,FL
Laton,Fresno,CA
Tavernier,Monroe,FL
Bowling Green,Caroline,VA
Lake Charles,Calcasieu,LA
Baker,Okaloosa,FL
Harpersville,Shelby,AL
Hudson,Summit,OH
Guilford,South Central Connecticut,CT
Fayetteville,Washington,AR
Grady,Montgomery,AL
Orient,Madison,OH
Coleville,Mono,CA
Galveston,Galveston,TX
Fort Smith,Sebastian,AR
Boulder,Boulder,CO
McVeytown,Mifflin,PA
Durham,Wake,NC
Dinwiddie,Dinwiddie,VA
LA Place,St. John the Baptist,LA
Bucyrus,Crawford,OH
Payson,Gila,AZ
Grosse Tete,Iberville,LA
Windsor,Windsor,VT
Rush Valley,Tooele,UT
Caryville,Campbell,TN
Pewaukee,Waukesha,WI
Howard,Knox,OH
Gilford,Belknap,NH
McLean,Fairfax,VA
Manzanola,Otero,CO
Saluda,Greenwood,SC
Terre Haute,Vigo,IN
Wilkes-Barre,Luzerne,PA
Blackstock,Chester,SC
Egg Harbor Twp,Atlantic,NJ
Roswell,Cobb,GA
Marion,Smyth,VA
Athens,Oconee,GA
Wickenburg,Maricopa,AZ
Commerce City,Adams,CO
Brazil,Clay,IN
Bridgeton,St Louis,MO
Salisbury,Essex,MA
Williamsburg,York,VA
Sun Prairie,Dane,WI
Kanosh,Millard,UT
York,Sumter,AL
Festus,Jefferson,MO
Cuba,Sumter,AL
Barksdale,Edwards,TX
Morrison,Jefferson,CO
Elizabethtown,Dauphin,PA
Woodlake,Tulare,CA
Newton,Houston,AL
Centerville,Davis,UT
Henefer,Summit,UT
Camp Verde,Yavapai,AZ
Ash Fork,Yavapai,AZ
Mesquite,Clark,NV
Texarkana,Bowie,TX
White Springs,Suwannee,FL
Scarbro,Fayette,WV
Remlap,Blount,AL
Maple Grove,Hennepin,MN
Kershaw,Lancaster,SC
Woodbridge,South Central Connecticut,CT
Republic,Seneca,OH
Seymour,Jackson,IN
Huntertown,DeKalb,IN
Lewiston,Trinity,CA
Weaverville,Trinity,CA
Huntsville,Weber,UT
Salina,Sevier,UT
New London,Merrimack,NH
Theodore,Mobile,AL
Wolcott,Eagle,CO
Euclid,Cuyahoga,OH
Macon,Macon-Bibb County,GA
Pelzer,Greenville,SC
Wiggins,Morgan,CO
Clarkston,Dekalb,GA
Prince George,Prince George,VA
Heron Lake,Jackson,MN
Crown Point,Lake,IN
Fountain Inn,Laurens,SC
Cuyahoga Falls,Summit,OH
Brownstown,Lancaster,PA
Salem,Marion,OR
Eden Prairie,Hennepin,MN
Oglesby,La Salle,IL
Trenton,Levy,FL
Circle Pines,Anoka,MN
Manchester,Coffee,TN
Beach City,Tuscarawas,OH
Rootstown,Portage,OH
Molino,Escambia,FL
Dixon,Lee,IL
Saint Matthews,Calhoun,SC
Swansea,Lexington,SC
Elba,Coffee,AL
Sparks,Storey,NV
Kasson,Dodge,MN
Aurora,Clackamas,OR
McFarland,Kern,CA
Corning,Tehama,CA
Tehachapi,Kern,CA
Cedar Valley,Utah,UT
Colton,Riverside,CA
Brook Park,Cuyahoga,OH
Green Cove Springs,Clay,FL
Arvin,Kern,CA
Albany,Linn,OR
Broken Arrow,Wagoner,OK
Galivants Ferry,Horry,SC
Signal Mountain,Hamilton,TN
Bartlett,Williamson,TX
Neenah,Winnebago,WI
O'Fallon,St Charles,MO
Edgemoor,Chester,SC
Kimball,Stearns,MN
Marana,Pinal,AZ
West Jordan,Salt Lake,UT
Holbrook,Navajo,AZ
Sigurd,Sevier,UT
Herriman,Salt Lake,UT
Sedona,Coconino,AZ
Lawrenceville,Tioga,PA
Pineville,Rapides,LA
Hope Hull,Montgomery,AL
Idaho Springs,Clear Creek,CO
Oxford,Furnas,NE
Atascadero,San Luis Obispo,CA
Kansas City,Platte,MO
Shelbyville,Shelby,KY
Stewartville,Olmsted,MN
Greenville,Madison,FL
Harrison,Hamilton,OH
Leland,Brunswick,NC
Clinton,Hinds,MS
Honea Path,Greenville,SC
Stinson Beach,Marin,CA
Georgetown,Williamsburg,SC
Northwood,Worth,IA
Tolleson,Maricopa,AZ
Timmonsville,Florence,SC
Monteagle,Grundy,TN
Mancos,Montezuma,CO
Greenville,Hunt,TX
Toxey,Choctaw,AL
Trinidad,Humboldt,CA
Lake City,Florence,SC
Westminster,Adams,CO
Mission,Hidalgo,TX
Fenton,Jefferson,MO
Battleboro,Nash,NC
Buffalo,Wright,MN
Hillsboro,Jefferson,MO
Lindsay,Tulare,CA
Montgomery,Lycoming,PA
Chestnut Hill,Norfolk,MA
Loxley,Baldwin,AL
West Hartford,Capitol,CT
Fishers,Hamilton,IN
Bixby,Tulsa,OK
Deforest,Dane,WI
Heathsville,Northumberland,VA
Tillman,Jasper,SC
Riverton,Sangamon,IL
Hebron,Boone,KY
Wilmington,New Hanover,NC
Slaughter,East Baton Rouge,LA
Cascade,El Paso,CO
Okatie,Jasper,SC
Toano,James City,VA
Salem,Roanoke County,VA
Newton Grove,Sampson,NC
Arlington,Shelby,TN
Youngtown,Maricopa,AZ
Dragoon,Cochise,AZ
Erie,Weld,CO
Gilbert,Maricopa,AZ
Fleming Island,Clay,FL
Cowpens,Cherokee,SC
Oakman,Walker,AL
Lake Dallas,Denton,TX
Helena,Shelby,AL
Newalla,Oklahoma,OK
Poplarville,Pearl River,MS
Pooler,Chatham,GA
Winona,Smith,TX
Ardmore,Limestone,AL
Southbury,Naugatuck Valley,CT
Gladewater,Smith,TX
Windsor,Capitol,CT
Brandon,Rankin,MS
Shawano,Shawano,WI
St Ann,St Louis,MO
Lisle,Broome,NY
High Ridge,St Louis,MO
Florence,Rankin,MS
Southaven,DeSoto,MS
Hattiesburg,Forrest,MS
Cheshire,Naugatuck Valley,CT
Mechanicville,Saratoga,NY
Charleston,Berkeley,SC
Danville,Northumberland,PA
Pacific,Franklin,MO
Jackson,Hinds,MS
Edon,Williams,OH
Everson,Whatcom,WA
Lake City,Goodhue,MN
Denison,Grayson,TX
Steger,Cook,IL
Powell Butte,Crook,OR
Coker,Tuscaloosa,AL
Menasha,Calumet,WI
Manchester,Delaware,IA
Floyds Knobs,Floyd,IN
Woodburn,Marion,OR
Dane,Dane,WI
St Matthews,Calhoun,SC
Longview,Gregg,TX
Carlisle,Chester,SC
Ocean City,Worcester,MD
Mascoutah,St Clair,IL
Sachse,Dallas,TX
Smiths Station,Lee,AL
Hugo,Washington,MN
Anderson,Madison,IN
Montevallo,Chilton,AL
Roanoke,Tarrant,TX
Okmulgee,Okmulgee,OK
Maryland Heights,St Louis,MO
Four Oaks,Johnston,NC
Wadesboro,Anson,NC
Ladson,Dorchester,SC
Wilmington,Pender,NC
Mardela Springs,Wicomico,MD
Clearfield,Davis,UT
Niceville,Okaloosa,FL
Onamia,Mille Lacs,MN
Big Pine,Inyo,CA
Shippenville,Clarion,PA
Wade,Cumberland,NC
Rockton,Clearfield,PA
Fort Morgan,Morgan,CO
Brentwood,Davidson,TN
Rosburg,Wahkiakum,WA
Pinnacle,Stokes,NC
Vail,Eagle,CO
Lebanon,Wilson,TN
Mantua,Portage,OH
Heflin,Cleburne,AL
Johnstown,Weld,CO
Cleves,Hamilton,OH
Sonora,Tuolumne,CA
Plainville,Capitol,CT
Caballo,Sierra,NM
Coosawhatchie,Jasper,SC
Highland Falls,Rockland,NY
Richland Springs,San Saba,TX
Ellendale,Freeborn,MN
Zephyr Cove,Douglas,NV
Syracuse,Davis,UT
Sellersburg,Clark,IN
Hightstown,Mercer,NJ
Kingsburg,Tulare,CA
Ames,Dodge,NE
Tuckerton,Ocean,NJ
Molalla,Clackamas,OR
Oregon City,Clackamas,OR
Cheraw,Chesterfield,SC
Warrior,Blount,AL
Hubbard,Trumbull,OH
Hope Mills,Cumberland,NC
Broomfield,Broomfield,CO
Landrum,Greenville,SC
Wentzville,St Charles,MO
Fuquay-Varina,Wake,NC
Yemassee,Jasper,SC
Blue Ridge,Bedford County,VA
Delmar,Wicomico,MD
Townville,Anderson,SC
Bethlehem,Grafton,NH
Sherman,Grayson,TX
Momence,Kankakee,IL
Bloomington,Monroe,IN
Pelham,Mitchell,GA
Plano,Denton,TX
Kettleman City,Kings,CA
Alexandria,Calhoun,AL
Cades,Williamsburg,SC
Edcouch,Hidalgo,TX
Wellsboro,Tioga,PA
Chowchilla,Merced,CA
Benson,Johnston,NC
Sellers,Marion,SC
Arcadia,Desoto,FL
Riverside,Platte,MO
Wesley Chapel,Hillsborough,FL
Wellton,Yuma,AZ
Salters,Williamsburg,SC
Bethune,Kershaw,SC
Mc Connells,York,SC
Oneida,Scott,TN
Dallas,Denton,TX
Portsmouth,Portsmouth (City),VA
Miramar Beach,Walton,FL
St Marys,Elk,PA
Kingsville,Ashtabula,OH
Plantersville,Dallas,AL
Slidell,St Tammany,LA
Roan Mountain,Carter,TN
Waynesboro,Waynesboro,VA
Warner,Merrimack,NH
Harleyville,Dorchester,SC
Curtice,Ottawa,OH
Louisa,Goochland,VA
Jamesburg,Middlesex,NJ
Tucumcari,Quay,NM
Black River Falls,Jackson,WI
Farmington,Ontario,NY
Windsor,Dane,WI
Highland Home,Crenshaw,AL
Mt Orab,Brown,OH
Hamptonville,Yadkin,NC
Warren,Trumbull,OH
Waynesboro,Waynesboro (City),VA
Mahomet,Champaign,IL
Thornton,Adams,CO
Deming,Luna,NM
Fort Worth,Denton,TX
Niota,McMinn,TN
McKenzie,Butler,AL
Sevier,Sevier,UT
Paragonah,Iron,UT
Spotsylvania,Spotsylvania,VA
Middleton,Dane,WI
Pittston,Luzerne,PA
Walker,Livingston,LA
Seligman,Yavapai,AZ
Manitou Beach,Lenawee,MI
Fishersville,Augusta,VA
Fieldale,Henry,VA
Westville,Holmes,FL
Skippers,Greensville,VA
Bloomingdale,Chatham,GA
Buchanan,Botetourt,VA
Campbellsburg,Henry,KY
Vienna,Johnson,IL
Pittsville,Wicomico,MD
Whitestown,Boone,IN
Coalville,Summit,UT
Petersburg,Prince George,VA
Atwater,Portage,OH
Ludlow,Kenton,KY
Rockbridge,Hocking,OH
Roanoke Rapids,Halifax,NC
Sparks,Cook,GA
Oilville,Goochland,VA
Crozet,Albemarle,VA
Roca,Lancaster,NE
Gresham,Marion,SC
Casa Blanca,Cibola,NM
Haleyville,Winston,AL
Edmond,Oklahoma,OK
Sanger,Denton,TX
Port Royal,Juniata,PA
Disputanta,Prince George,VA
Durham,Orange,NC
Oregon,Lucas,OH
Prairieville,Ascension,LA
East Sandwich,Barnstable,MA
West Wendover,Elko,NV
Graysville,Jefferson,AL
Lee Vining,Mono,CA
Van Wert,Van Wert,OH
Eureka,Eureka,NV
Mariposa,Mariposa,CA
Foristell,St. Charles,MO
Nashville,Washington,IL
Jacksonville,Onslow,NC
Hebo,Tillamook,OR
Monticello,Piatt,IL
Little Rock,Pulaski,AR
Glenbrook,Douglas,NV
Yoder,El Paso,CO
Waterbury,Naugatuck Valley,CT
Smartsville,Yuba,CA
Stanton,Chilton,AL
Sun Valley,Washoe,NV
Louisville,Boulder,CO
Natural Bridge,Rockbridge,VA
Los Alamos,Santa Barbara,CA
Shepherdsville,Bullitt,KY
Fredericksburg,Caroline,VA
Cascade Locks,Multnomah,OR
Crystal Springs,Copiah,MS
Mayesville,Sumter,SC
McCormick,McCormick,SC
Ravenna,Portage,OH
Welch,Goodhue,MN
Boonville,Cooper,MO
Kingsburg,Fresno,CA
Fallon,Churchill,NV
Cromwell,Lower Connecticut River Valley,CT
Midland City,Houston,AL
Smyrna,York,SC
Chestertown,Queen Annes,MD
Muscatine,Muscatine,IA
Sanders,Carroll,KY
De Pere,Outagamie,WI
Sanderson,Baker,FL
Boydton,Mecklenburg,VA
Archbold,Fulton,OH
Hampton,Hampton,SC
Fort White,Columbia,FL
Fairview Heights,St Clair,IL
Gadsden,Richland,SC
Aynor,Horry,SC
Fort Lawn,Chester,SC
Elizabethtown,Hardin,KY
Williamsburg,Whitley,KY
Lynden,Whatcom,WA
Doylesburg,Franklin,PA
Quantico,Prince William,VA
La Junta,Otero,CO
White Haven,Carbon,PA
Magnolia,Rock,MN
Powhatan,Powhatan,VA
Wickenburg,Yavapai,AZ
Chino Hills,Los Angeles,CA
Kasota,Le Sueur,MN
Apache Junction,Maricopa,AZ
Tybee Island,Chatham,GA
Ty Ty,Worth,GA
Trinity,Lawrence,AL
Noblesville,Hamilton,IN
Bolivar,Tuscarawas,OH
Centerville,Klickitat,WA
Cuba,Sandoval,NM
Prattville,Elmore,AL
Central,Anderson,SC
Dayton,Liberty,TX
Alexandria,Rapides,LA
South Portland,Cumberland,ME
Eclectic,Elmore,AL
Grassflat,Clearfield,PA
East Freedom,Blair,PA
Hinkley,San Bernardino,CA
Lee's Summit,Jackson,MO
Fort Montgomery,Orange,NY
Gordon,Wilkinson,GA
Orange Park,Duval,FL
Byram,Hinds,MS
Sagamore,Barnstable,MA
Deposit,Delaware,NY
Allenstown,Merrimack,NH
Greenville,Pickens,SC
Lost Hills,Kern,CA
Lee,Polk,IA
Buda,Caldwell,TX
Lewisburg,Preble,OH
Bailey,Park,CO
Big Stone Gap,Wise,VA
Hilton Head Island,Beaufort,SC
Mt Holly,Gaston,NC
Alexandria,Campbell,KY
Catawba,York,SC
Mc Clellanville,Charleston,SC
Warsaw,Richmond,VA
Sandwich,Dekalb,IL
Farmington,Dakota,MN
Conover,Catawba,NC
Pamplico,Florence,SC
Linwood,Davidson,NC
Fountain,Bay,FL
Ellettsville,Monroe,IN
Lake Station,Lake,IN
Waverly,Camden,GA
Raymond,Kandiyohi,MN
Snowville,Box Elder,UT
Black Mountain,Buncombe,NC
Norlina,Warren,NC
Leadville,Lake,CO
Orrum,Robeson,NC
Lock Haven,Clinton,PA
Orange,Orange,TX
Fredericktown,Morrow,OH
Luling,Guadalupe,TX
Elm Creek,Buffalo,NE
Suffolk,Suffolk (City),VA
Stowe,Lamoille,VT
Hattiesburg,Lamar,MS
Lufkin,Angelina,TX
Millerstown,Perry,PA
West Yarmouth,Barnstable,MA
Montoursville,Lycoming,PA
Olive Branch,DeSoto,MS
Titus,Elmore,AL
Webster,Harris,TX
Buffalo,Union,SC
Yemassee,Hampton,SC
Demotte,Jasper,IN
Dennison,Goodhue,MN
Lake Jackson,Brazoria,TX
Pendleton,Pickens,SC
Toledo,Cumberland,IL
Dickson,Dickson,TN
Kingston Springs,Cheatham,TN
Pearl,Rankin,MS
North Utica,La Salle,IL
Eutawville,Orangeburg,SC
New Britain,Capitol,CT
Rolesville,Wake,NC
Malta,Morgan,OH
East Kingston,Rockingham,NH
Lynchburg,Campbell,VA
Belton,Cass,MO
Biloxi,Harrison,MS
Clear Lake,Sherburne,MN
Bridgeport,Belmont,OH
Chester,Crawford,AR
Laplace,St John the Baptist,LA
Hollywood,Charleston,SC
Yemassee,Colleton,SC
Vicksburg,Warren,MS
West Memphis,Crittenden,AR
Newton Falls,Trumbull,OH
Marshall,Lyon,MN
Nauvoo,Walker,AL
Destin,Okaloosa,FL
Mentone,DeKalb,AL
Ellijay,Gilmer,GA
Penn Laird,Rockingham,VA
Maringouin,Iberville,LA
Moscow,Lackawanna,PA
New Zion,Clarendon,SC
Detroit,Marion,OR
McCalla,Tuscaloosa,AL
Richmond,Chittenden,VT
Collins,Tattnall,GA
Dover,Tuscarawas,OH
Eastlake,Lake,OH
Pittsfield,Somerset,ME
Salem,Marion,IL
La Porte,Harris,TX
Denver,Lincoln,NC
Covelo,Mendocino,CA
North Lima,Mahoning,OH
Howell,Monmouth,NJ
Cotuit,Barnstable,MA
Littleton,Jefferson,CO
Petersburg,Mahoning,OH
Mesa,Mesa,CO
Maricopa,Pinal,AZ
Port Clinton,Ottawa,OH
Blackville,Barnwell,SC
Crook,Logan,CO
Ozark,Dale,AL
Inyokern,Kern,CA
Headland,Henry,AL
Seagrove,Montgomery,NC
Daleville,Botetourt,VA
Chelsea,Shelby,AL
New York Mills,Otter Tail,MN
Greendale,Dearborn,IN
Union,Franklin,MO
Carson,Prince George,VA
Terrebonne,Deschutes,OR
Mt Vernon,Westchester,NY
Empire,Blount,AL
Wilder,Campbell,KY
Kearney,Clay,MO
White Plains,Charles,MD
Nichols,Horry,SC
Indianola,Allegheny,PA
Dakota,Winona,MN
Alderpoint,Humboldt,CA
Flagstaff,Coconino,AZ
North Canton,Stark,OH
Grantsville,Tooele,UT
Chardon,Geauga,OH
South Dennis,Barnstable,MA
Verdi,Washoe,NV
Robeline,Natchitoches,LA
Ehrhardt,Colleton,SC
Willard,Box Elder,UT
Wallsburg,Wasatch,UT
Alamo,Crockett,TN
Farmington,Capitol,CT
Morgan,Morgan,UT
Fort Stockton,Pecos,TX
Dairy,Klamath,OR
Blounts Creek,Beaufort,NC
Wells,Faribault,MN
Hiram,Geauga,OH
Castle Dale,Emery,UT
Johnstown,Somerset,PA
Cordesville,Berkeley,SC
Port Royal,Caroline,VA
Wylie,Dallas,TX
Orangeburg,Calhoun,SC
Old Lyme,Lower Connecticut River Valley,CT
Washington,Pitt,NC
Brandy Station,Culpeper,VA
Windsor Locks,Capitol,CT
Bristol,Bristol,VA
Boron,San Bernardino,CA
Thompson,Grand,UT
League City,Galveston,TX
Gulf Breeze,Santa Rosa,FL
Stilwell,Johnson,KS
Holt,Clay,MO
Bastian,Bland,VA
Platte City,Platte,MO
Knapp,Dunn,WI
Sterling,Whiteside,IL
Madisonville,St Tammany,LA
Algodones,Sandoval,NM
Jasper,Hamilton,FL
Portland,Robertson,TN
Frazier Park,Kern,CA
Oxford,Calhoun,AL
Mc Clure,Mifflin,PA
Bolivia,Brunswick,NC
Cameron,Dekalb,MO
Parkers Lake,McCreary,KY
Ruckersville,Greene,VA
Iowa,Jefferson Davis,LA
Coudersport,Potter,PA
Nashville,Nash,NC
Raphine,Rockbridge,VA
Rantoul,Champaign,IL
Cross Junction,Frederick,VA
Upper Sandusky,Wyandot,OH
West Frankfort,Franklin,IL
Hinesville,Liberty,GA
Pleasant Gap,Centre,PA
Mill Hall,Clinton,PA
Ralston,Lycoming,PA
Whiteland,Johnson,IN
Semmes,Mobile,AL
Gonzales,Ascension,LA
Dundas,Rice,MN
Covington,St. Tammany,LA
Hampton,Rockingham,NH
Port Monmouth,Monmouth,NJ
McRae-Helena,Telfair,GA
Saint Amant,Ascension,LA
Kokomo,Howard,IN
Fort Ann,Washington,NY
Welcome,Martin,MN
St. Louis,St. Louis City,MO
Marathon,Monroe,FL
Queensbury,Warren,NY
Carmel,Hamilton,IN
Sims,Wilson,NC
Celina,Mercer,OH
Hoquiam,Grays Harbor,WA
Winslow,Coconino,AZ
Mead,Weld,CO
Moselle,Jones,MS
Salem,Mahoning,OH
Pendleton,Madison,IN
Medford,Steele,MN
Holladay,Benton,TN
Hernando,DeSoto,MS
Mt Pleasant,Sanpete,UT
Notasulga,Macon,AL
Saint Michael,Wright,MN
Coward,Florence,SC
Kershaw,Kershaw,SC
Ravenel,Charleston,SC
Cleveland,Bradley,TN
Ridgway,Elk,PA
Lurgan,Franklin,PA
Fort Thomas,Campbell,KY
Harvey,Jefferson,LA
Sellers,Dillon,SC
The Dalles,Wasco,OR
Alden,Freeborn,MN
Broomfield,Adams,CO
Cicero,Onondaga,NY
Mount Union,Huntingdon,PA
Snow Shoe,Centre,PA
Mc Calla,Tuscaloosa,AL
Moody,St Clair,AL
Stilesville,Morgan,IN
Trenton,Dade,GA
Spring Creek,Elko,NV
Apalachin,Tioga,NY
Belleville,Mifflin,PA
Wall Township,Monmouth,NJ
Mt Jackson,Shenandoah,VA
Fort Hancock,Hudspeth,TX
Friendship,Allegany,NY
Mt Holly,Burlington,NJ
Santa Fe,Santa Fe,NM
Michigan City,Laporte,IN
Mescalero,Otero,NM
Campbellton,Jackson,FL
Rural Retreat,Smyth,VA
Harrison Valley,Potter,PA
Roosevelt,Duchesne,UT
Wauseon,Fulton,OH
Fairview,Sanpete,UT
Rocky Mount,Franklin,VA
Klamath Falls,Klamath,OR
Advance,Davie,NC
Kinston,Coffee,AL
McAllen,Hidalgo,TX
Andalusia,Covington,AL
Rogersville,Lauderdale,AL
Owatonna,Steele,MN
Broken Arrow,Tulsa,OK
San Ardo,Monterey,CA
Leawood,Johnson,KS
Lake Elmo,Washington,MN
Defiance,Defiance,OH
Minnetonka,Hennepin,MN
Westfield,Hamilton,IN
Carson City,Lyon,NV
Anniston,Calhoun,AL
Elko,Elko,NV
Markleville,Madison,IN
Avon,Lorain,OH
Lynn Center,Henry,IL
Lynchburg,Lynchburg (City),VA
Spring Hope,Franklin,NC
Polk,Ashland,OH
D'Iberville,Harrison,MS
Los Molinos,Tehama,CA
Owasso,Tulsa,OK
Quinton,Walker,AL
Guntersville,Blount,AL
Imlay,Pershing,NV
Chatham,Pittsylvania,VA
Caruthers,Fresno,CA
Strattanville,Clarion,PA
Tyrone,Centre,PA
Rainbow City,Etowah,AL
McLoud,Pottawatomie,OK
Overton,Clark,NV
South Point,Lawrence,OH
Fort Davis,Macon,AL
Le Raysville,Bradford,PA
Ardmore,Giles,TN
Boones Mill,Franklin County,VA
Meherrin,Prince Edward,VA
Keswick,Albemarle,VA
Columbus,Bartholomew,IN
Edinburgh,Bartholomew,IN
Shamokin Dam,Snyder,PA
Lakewood,Ocean,NJ
McColl,Marlboro,SC
Springville-Mapleton,Utah,UT
Moss Point,Jackson,MS
Edwards,Kern,CA
Canfield,Mahoning,OH
Brighton,Weld,CO
Garibaldi,Tillamook,OR
Excelsior,Hennepin,MN
Venus,Venango,PA
Pennington Gap,Lee,VA
South Pittsburg,Marion,TN
West Barnstable,Barnstable,MA
De Soto,Johnson,KS
Hamlet,Richmond,NC
Round O,Colleton,SC
Gulfport,Harrison,MS
Saint Cloud,Sherburne,MN
Clinton,Lower Connecticut River Valley,CT
Wright City,Warren,MO
Mt Prospect,Cook,IL
Wethersfield,Capitol,CT
Norwell,Plymouth,MA
Santa Margarita,San Luis Obispo,CA
Clemmons,Forsyth,NC
Austinburg,Ashtabula,OH
Millheim,Centre,PA
Uniontown,Summit,OH
Panama City Beach,Bay,FL
Quaker City,Guernsey,OH
Chesterton,Porter,IN
El Mirage,Maricopa,AZ
Montalba,Anderson,TX
Emporia,Emporia (City),VA
Fultondale,Jefferson,AL
Brooks,Bullitt,KY
Seymour,Naugatuck Valley,CT
Las Cruces,Dona Ana,NM
Elmore,Sandusky,OH
Anita,Jefferson,PA
Colts Neck,Monmouth,NJ
Santa Rosa Beach,Walton,FL
Covington,Alleghany,VA
Jack,Coffee,AL
Fairview,Williamson,TN
Weston,Las Animas,CO
Ailey,Montgomery,GA
Middlefield,Trumbull,OH
Saint Peter,Nicollet,MN
Hastings,Washington,MN
Chaska,Carver,MN
Burnt Cabins,Fulton,PA
Morristown,Maricopa,AZ
Ely,White Pine,NV
Gila Bend,Maricopa,AZ
Swannanoa,Buncombe,NC
Ravenel,Dorchester,SC
Jamestown,Boone,IN
Peyton,El Paso,CO
Rushford,Winona,MN
Gardnerville,Douglas,NV
Grand Ronde,Polk,OR
Stanfield,Pinal,AZ
White City,Jackson,OR
Woodland,Randolph,AL
Friant,Madera,CA
Rincon,Effingham,GA
Danville,Danville (City),VA
Saco,York,ME
Conway,Faulkner,AR
Bellaire,Belmont,OH
Denmark,Bamberg,SC
Fork,Dillon,SC
Allensville,Mifflin,PA
Springdale,Benton,AR
Forest Lake,Washington,MN
Thornville,Perry,OH
Stillwater,Washington,MN
Oronoco,Olmsted,MN
Monahans,Ward,TX
Inez,Victoria,TX
Wingate,Union,NC
Sidney,Kennebec,ME
Crestview,Okaloosa,FL
Avon,Eagle,CO
Bartlett,Kane,IL
Lakefield,Jackson,MN
Waddy,Shelby,KY
Key West,Monroe,FL
Mount Airy,Surry,NC
Randolph,Dakota,MN
Breaux Bridge,St. Martin,LA
Johnson Creek,Jefferson,WI
Frankfort,Franklin,KY
Fond du Lac,Fond du Lac,WI
Vance,Orangeburg,SC
Kingsland,Camden,GA
Hampden,Penobscot,ME
South Bend,St Joseph,IN
Mishawaka,St Joseph,IN
Lester Prairie,McLeod,MN
Yuma,Yuma,AZ
Chesnee,Cherokee,SC
Cherokee,Colbert,AL
Floyd,Floyd,VA
Jonesville,Union,SC
Lucasville,Scioto,OH
Deatsville,Elmore,AL
Jacksonville,Pulaski,AR
North,Orangeburg,SC
Hallstead,Susquehanna,PA
Saratoga,Howard,AR
Great Mills,St Marys,MD
Ward,Lonoke,AR
Saluda,Middlesex,VA
Von Ormy,Bexar,TX
Cordova,Orangeburg,SC
Bovey,Itasca,MN
Bradley,Monterey,CA
Russellville,Pope,AR
Bulls Gap,Greene,TN
Carrsville,Isle of Wight,VA
Hamer,Dillon,SC
Twin Mountain,Coos,NH
Brookville,Dearborn,IN
Saint Helena Island,Beaufort,SC
Society Hill,Darlington,SC
Clewiston,Palm Beach,FL
Bluffton,Allen,OH
